,DATE_TIME,Inverter_No,DC_POWER,AC_POWER
257,2020-05-15 02:45:00,16,0.0,0.0
258,2020-05-15 02:45:00,17,0.0,0.0
259,2020-05-15 02:45:00,18,0.0,0.0
260,2020-05-15 02:45:00,19,0.0,0.0
261,2020-05-15 02:45:00,20,0.0,0.0
262,2020-05-15 02:45:00,21,0.0,0.0
263,2020-05-15 02:45:00,22,0.0,0.0
264,2020-05-15 03:00:00,1,0.0,0.0
265,2020-05-15 03:00:00,2,0.0,0.0
266,2020-05-15 03:00:00,3,0.0,0.0
267,2020-05-15 03:00:00,4,0.0,0.0
268,2020-05-15 03:00:00,5,0.0,0.0
269,2020-05-15 03:00:00,6,0.0,0.0
270,2020-05-15 03:00:00,7,0.0,0.0
271,2020-05-15 03:00:00,8,0.0,0.0
272,2020-05-15 03:00:00,9,0.0,0.0
273,2020-05-15 03:00:00,10,0.0,0.0
274,2020-05-15 03:00:00,11,0.0,0.0
275,2020-05-15 03:00:00,12,0.0,0.0
276,2020-05-15 03:00:00,13,0.0,0.0
277,2020-05-15 03:00:00,14,0.0,0.0
278,2020-05-15 03:00:00,15,0.0,0.0
279,2020-05-15 03:00:00,16,0.0,0.0
280,2020-05-15 03:00:00,17,0.0,0.0
281,2020-05-15 03:00:00,18,0.0,0.0
282,2020-05-15 03:00:00,19,0.0,0.0
283,2020-05-15 03:00:00,20,0.0,0.0
284,2020-05-15 03:00:00,21,0.0,0.0
285,2020-05-15 03:00:00,22,0.0,0.0
286,2020-05-15 03:15:00,1,0.0,0.0
287,2020-05-15 03:15:00,2,0.0,0.0
288,2020-05-15 03:15:00,3,0.0,0.0
289,2020-05-15 03:15:00,4,0.0,0.0
290,2020-05-15 03:15:00,5,0.0,0.0
291,2020-05-15 03:15:00,6,0.0,0.0
292,2020-05-15 03:15:00,7,0.0,0.0
293,2020-05-15 03:15:00,8,0.0,0.0
294,2020-05-15 03:15:00,9,0.0,0.0
295,2020-05-15 03:15:00,10,0.0,0.0
296,2020-05-15 03:15:00,11,0.0,0.0
297,2020-05-15 03:15:00,12,0.0,0.0
298,2020-05-15 03:15:00,13,0.0,0.0
299,2020-05-15 03:15:00,14,0.0,0.0
300,2020-05-15 03:15:00,15,0.0,0.0
301,2020-05-15 03:15:00,16,0.0,0.0
302,2020-05-15 03:15:00,17,0.0,0.0
303,2020-05-15 03:15:00,18,0.0,0.0
304,2020-05-15 03:15:00,19,0.0,0.0
305,2020-05-15 03:15:00,20,0.0,0.0
306,2020-05-15 03:15:00,21,0.0,0.0
307,2020-05-15 03:15:00,22,0.0,0.0
308,2020-05-15 03:30:00,1,0.0,0.0
309,2020-05-15 03:30:00,2,0.0,0.0
310,2020-05-15 03:30:00,3,0.0,0.0
311,2020-05-15 03:30:00,4,0.0,0.0
312,2020-05-15 03:30:00,5,0.0,0.0
313,2020-05-15 03:30:00,6,0.0,0.0
314,2020-05-15 03:30:00,7,0.0,0.0
315,2020-05-15 03:30:00,8,0.0,0.0
316,2020-05-15 03:30:00,9,0.0,0.0
317,2020-05-15 03:30:00,10,0.0,0.0
318,2020-05-15 03:30:00,11,0.0,0.0
319,2020-05-15 03:30:00,12,0.0,0.0
320,2020-05-15 03:30:00,13,0.0,0.0
321,2020-05-15 03:30:00,14,0.0,0.0
322,2020-05-15 03:30:00,15,0.0,0.0
323,2020-05-15 03:30:00,16,0.0,0.0
324,2020-05-15 03:30:00,17,0.0,0.0
325,2020-05-15 03:30:00,18,0.0,0.0
326,2020-05-15 03:30:00,19,0.0,0.0
327,2020-05-15 03:30:00,20,0.0,0.0
328,2020-05-15 03:30:00,21,0.0,0.0
329,2020-05-15 03:30:00,22,0.0,0.0
330,2020-05-15 03:45:00,1,0.0,0.0
331,2020-05-15 03:45:00,2,0.0,0.0
332,2020-05-15 03:45:00,3,0.0,0.0
333,2020-05-15 03:45:00,4,0.0,0.0
334,2020-05-15 03:45:00,5,0.0,0.0
335,2020-05-15 03:45:00,6,0.0,0.0
336,2020-05-15 03:45:00,7,0.0,0.0
337,2020-05-15 03:45:00,8,0.0,0.0
338,2020-05-15 03:45:00,9,0.0,0.0
339,2020-05-15 03:45:00,10,0.0,0.0
340,2020-05-15 03:45:00,11,0.0,0.0
341,2020-05-15 03:45:00,12,0.0,0.0
342,2020-05-15 03:45:00,13,0.0,0.0
343,2020-05-15 03:45:00,14,0.0,0.0
344,2020-05-15 03:45:00,15,0.0,0.0
345,2020-05-15 03:45:00,16,0.0,0.0
346,2020-05-15 03:45:00,17,0.0,0.0
347,2020-05-15 03:45:00,18,0.0,0.0
348,2020-05-15 03:45:00,19,0.0,0.0
349,2020-05-15 03:45:00,20,0.0,0.0
350,2020-05-15 03:45:00,21,0.0,0.0
351,2020-05-15 03:45:00,22,0.0,0.0
352,2020-05-15 04:00:00,1,0.0,0.0
353,2020-05-15 04:00:00,2,0.0,0.0
354,2020-05-15 04:00:00,3,0.0,0.0
355,2020-05-15 04:00:00,4,0.0,0.0
356,2020-05-15 04:00:00,5,0.0,0.0
357,2020-05-15 04:00:00,6,0.0,0.0
358,2020-05-15 04:00:00,7,0.0,0.0
359,2020-05-15 04:00:00,8,0.0,0.0
360,2020-05-15 04:00:00,9,0.0,0.0
361,2020-05-15 04:00:00,10,0.0,0.0
362,2020-05-15 04:00:00,11,0.0,0.0
363,2020-05-15 04:00:00,12,0.0,0.0
364,2020-05-15 04:00:00,13,0.0,0.0
365,2020-05-15 04:00:00,14,0.0,0.0
366,2020-05-15 04:00:00,15,0.0,0.0
367,2020-05-15 04:00:00,16,0.0,0.0
368,2020-05-15 04:00:00,17,0.0,0.0
369,2020-05-15 04:00:00,18,0.0,0.0
370,2020-05-15 04:00:00,19,0.0,0.0
371,2020-05-15 04:00:00,20,0.0,0.0
372,2020-05-15 04:00:00,21,0.0,0.0
373,2020-05-15 04:00:00,22,0.0,0.0
374,2020-05-15 04:15:00,1,0.0,0.0
375,2020-05-15 04:15:00,2,0.0,0.0
376,2020-05-15 04:15:00,3,0.0,0.0
377,2020-05-15 04:15:00,4,0.0,0.0
378,2020-05-15 04:15:00,5,0.0,0.0
379,2020-05-15 04:15:00,6,0.0,0.0
380,2020-05-15 04:15:00,7,0.0,0.0
381,2020-05-15 04:15:00,8,0.0,0.0
382,2020-05-15 04:15:00,9,0.0,0.0
383,2020-05-15 04:15:00,10,0.0,0.0
384,2020-05-15 04:15:00,11,0.0,0.0
385,2020-05-15 04:15:00,12,0.0,0.0
386,2020-05-15 04:15:00,13,0.0,0.0
387,2020-05-15 04:15:00,14,0.0,0.0
388,2020-05-15 04:15:00,15,0.0,0.0
389,2020-05-15 04:15:00,16,0.0,0.0
390,2020-05-15 04:15:00,17,0.0,0.0
391,2020-05-15 04:15:00,18,0.0,0.0
392,2020-05-15 04:15:00,19,0.0,0.0
393,2020-05-15 04:15:00,20,0.0,0.0
394,2020-05-15 04:15:00,21,0.0,0.0
395,2020-05-15 04:15:00,22,0.0,0.0
396,2020-05-15 04:30:00,1,0.0,0.0
397,2020-05-15 04:30:00,2,0.0,0.0
398,2020-05-15 04:30:00,3,0.0,0.0
399,2020-05-15 04:30:00,4,0.0,0.0
400,2020-05-15 04:30:00,5,0.0,0.0
401,2020-05-15 04:30:00,6,0.0,0.0
402,2020-05-15 04:30:00,7,0.0,0.0
403,2020-05-15 04:30:00,8,0.0,0.0
404,2020-05-15 04:30:00,9,0.0,0.0
405,2020-05-15 04:30:00,10,0.0,0.0
406,2020-05-15 04:30:00,11,0.0,0.0
407,2020-05-15 04:30:00,12,0.0,0.0
408,2020-05-15 04:30:00,13,0.0,0.0
409,2020-05-15 04:30:00,14,0.0,0.0
410,2020-05-15 04:30:00,15,0.0,0.0
411,2020-05-15 04:30:00,16,0.0,0.0
412,2020-05-15 04:30:00,17,0.0,0.0
413,2020-05-15 04:30:00,18,0.0,0.0
414,2020-05-15 04:30:00,19,0.0,0.0
415,2020-05-15 04:30:00,20,0.0,0.0
416,2020-05-15 04:30:00,21,0.0,0.0
417,2020-05-15 04:30:00,22,0.0,0.0
418,2020-05-15 04:45:00,1,0.0,0.0
419,2020-05-15 04:45:00,2,0.0,0.0
420,2020-05-15 04:45:00,3,0.0,0.0
421,2020-05-15 04:45:00,4,0.0,0.0
422,2020-05-15 04:45:00,5,0.0,0.0
423,2020-05-15 04:45:00,6,0.0,0.0
424,2020-05-15 04:45:00,7,0.0,0.0
425,2020-05-15 04:45:00,8,0.0,0.0
426,2020-05-15 04:45:00,9,0.0,0.0
427,2020-05-15 04:45:00,10,0.0,0.0
428,2020-05-15 04:45:00,11,0.0,0.0
429,2020-05-15 04:45:00,12,0.0,0.0
430,2020-05-15 04:45:00,13,0.0,0.0
431,2020-05-15 04:45:00,14,0.0,0.0
432,2020-05-15 04:45:00,15,0.0,0.0
433,2020-05-15 04:45:00,16,0.0,0.0
434,2020-05-15 04:45:00,17,0.0,0.0
435,2020-05-15 04:45:00,18,0.0,0.0
436,2020-05-15 04:45:00,19,0.0,0.0
437,2020-05-15 04:45:00,20,0.0,0.0
438,2020-05-15 04:45:00,21,0.0,0.0
439,2020-05-15 04:45:00,22,0.0,0.0
440,2020-05-15 05:00:00,1,0.0,0.0
441,2020-05-15 05:00:00,2,0.0,0.0
442,2020-05-15 05:00:00,3,0.0,0.0
443,2020-05-15 05:00:00,4,0.0,0.0
444,2020-05-15 05:00:00,5,0.0,0.0
445,2020-05-15 05:00:00,6,0.0,0.0
446,2020-05-15 05:00:00,7,0.0,0.0
447,2020-05-15 05:00:00,8,0.0,0.0
448,2020-05-15 05:00:00,9,0.0,0.0
449,2020-05-15 05:00:00,10,0.0,0.0
450,2020-05-15 05:00:00,11,0.0,0.0
451,2020-05-15 05:00:00,12,0.0,0.0
452,2020-05-15 05:00:00,13,0.0,0.0
453,2020-05-15 05:00:00,14,0.0,0.0
454,2020-05-15 05:00:00,15,0.0,0.0
455,2020-05-15 05:00:00,16,0.0,0.0
456,2020-05-15 05:00:00,17,0.0,0.0
457,2020-05-15 05:00:00,18,0.0,0.0
458,2020-05-15 05:00:00,19,0.0,0.0
459,2020-05-15 05:00:00,20,0.0,0.0
460,2020-05-15 05:00:00,21,0.0,0.0
461,2020-05-15 05:00:00,22,0.0,0.0
462,2020-05-15 05:15:00,1,0.0,0.0
463,2020-05-15 05:15:00,2,0.0,0.0
464,2020-05-15 05:15:00,3,0.0,0.0
465,2020-05-15 05:15:00,4,0.0,0.0
466,2020-05-15 05:15:00,5,0.0,0.0
467,2020-05-15 05:15:00,6,0.0,0.0
468,2020-05-15 05:15:00,7,0.0,0.0
469,2020-05-15 05:15:00,8,0.0,0.0
470,2020-05-15 05:15:00,9,0.0,0.0
471,2020-05-15 05:15:00,10,0.0,0.0
472,2020-05-15 05:15:00,11,0.0,0.0
473,2020-05-15 05:15:00,12,0.0,0.0
474,2020-05-15 05:15:00,13,0.0,0.0
475,2020-05-15 05:15:00,14,0.0,0.0
476,2020-05-15 05:15:00,15,0.0,0.0
477,2020-05-15 05:15:00,16,0.0,0.0
478,2020-05-15 05:15:00,17,0.0,0.0
479,2020-05-15 05:15:00,18,0.0,0.0
480,2020-05-15 05:15:00,19,0.0,0.0
481,2020-05-15 05:15:00,20,0.0,0.0
482,2020-05-15 05:15:00,21,0.0,0.0
483,2020-05-15 05:15:00,22,0.0,0.0
484,2020-05-15 05:30:00,1,0.0,0.0
485,2020-05-15 05:30:00,2,0.0,0.0
486,2020-05-15 05:30:00,3,0.0,0.0
487,2020-05-15 05:30:00,4,0.0,0.0
488,2020-05-15 05:30:00,5,0.0,0.0
489,2020-05-15 05:30:00,6,0.0,0.0
490,2020-05-15 05:30:00,7,0.0,0.0
491,2020-05-15 05:30:00,8,0.0,0.0
492,2020-05-15 05:30:00,9,0.0,0.0
493,2020-05-15 05:30:00,10,0.0,0.0
494,2020-05-15 05:30:00,11,0.0,0.0
495,2020-05-15 05:30:00,12,0.0,0.0
496,2020-05-15 05:30:00,13,0.0,0.0
497,2020-05-15 05:30:00,14,0.0,0.0
498,2020-05-15 05:30:00,15,0.0,0.0
499,2020-05-15 05:30:00,16,0.0,0.0
500,2020-05-15 05:30:00,17,0.0,0.0
501,2020-05-15 05:30:00,18,0.0,0.0
502,2020-05-15 05:30:00,19,0.0,0.0
503,2020-05-15 05:30:00,20,0.0,0.0
504,2020-05-15 05:30:00,21,0.0,0.0
505,2020-05-15 05:30:00,22,0.0,0.0
506,2020-05-15 05:45:00,1,0.0,0.0
507,2020-05-15 05:45:00,2,0.0,0.0
508,2020-05-15 05:45:00,3,0.0,0.0
509,2020-05-15 05:45:00,4,0.0,0.0
510,2020-05-15 05:45:00,5,0.0,0.0
511,2020-05-15 05:45:00,6,0.0,0.0
512,2020-05-15 05:45:00,7,0.0,0.0
513,2020-05-15 05:45:00,8,0.0,0.0
514,2020-05-15 05:45:00,9,0.0,0.0
515,2020-05-15 05:45:00,10,0.0,0.0
516,2020-05-15 05:45:00,11,0.0,0.0
517,2020-05-15 05:45:00,12,0.0,0.0
518,2020-05-15 05:45:00,13,0.0,0.0
519,2020-05-15 05:45:00,14,0.0,0.0
520,2020-05-15 05:45:00,15,0.0,0.0
521,2020-05-15 05:45:00,16,0.0,0.0
522,2020-05-15 05:45:00,17,0.0,0.0
523,2020-05-15 05:45:00,18,0.0,0.0
524,2020-05-15 05:45:00,19,0.0,0.0
525,2020-05-15 05:45:00,20,0.0,0.0
526,2020-05-15 05:45:00,21,0.0,0.0
527,2020-05-15 05:45:00,22,0.0,0.0
528,2020-05-15 06:00:00,1,15.406666666666665,14.86
529,2020-05-15 06:00:00,2,14.773333333333332,14.246666666666668
530,2020-05-15 06:00:00,3,15.38,14.84
531,2020-05-15 06:00:00,4,14.973333333333334,14.44
532,2020-05-15 06:00:00,5,15.16,14.633333333333338
533,2020-05-15 06:00:00,6,15.566666666666665,15.02
534,2020-05-15 06:00:00,7,15.179999999999998,14.673333333333336
535,2020-05-15 06:00:00,8,15.1,14.586666666666668
536,2020-05-15 06:00:00,9,14.98666666666667,14.453333333333337
537,2020-05-15 06:00:00,10,14.506666666666668,13.993333333333334
538,2020-05-15 06:00:00,11,15.713333333333328,15.159999999999997
539,2020-05-15 06:00:00,12,11.420000000000002,11.013333333333332
540,2020-05-15 06:00:00,13,15.206666666666669,14.679999999999998
541,2020-05-15 06:00:00,14,15.746666666666668,15.213333333333331
542,2020-05-15 06:00:00,15,16.466666666666665,15.9
543,2020-05-15 06:00:00,16,16.62666666666667,16.03333333333333
544,2020-05-15 06:00:00,17,14.966666666666669,14.446666666666664
545,2020-05-15 06:00:00,18,15.393333333333333,14.86
546,2020-05-15 06:00:00,19,15.066666666666665,14.546666666666669
547,2020-05-15 06:00:00,20,15.653333333333334,15.133333333333333
548,2020-05-15 06:00:00,21,15.113333333333332,14.600000000000003
549,2020-05-15 06:00:00,22,13.586666666666664,13.1
550,2020-05-15 06:15:00,1,27.433333333333334,26.493333333333336
